dpi_true_id,school_name,lat,long,accurate_agency_type,address,milwaukee_indicator,cfc_school
0000_6105,Saint Thomas More School: GRACE,44.51311798,-87.98950803,Private School,"1420 Harvey St, Green Bay, WI 54302",0,
0000_8000,Saint Vincent de Paul,44.383109,-89.81148299,Private School,"831 12th St S, Wisconsin Rapids, WI 54494",0,
0000_8195,Sheboygan Area Lutheran High School,43.738277,-87.75153096,Private School,"3323 University Dr, Sheboygan, WI 53081",0,
0000_8200,Sheboygan Christian School,43.71682201,-87.71572297,Private School,"929 Greenfield Ave, Sheboygan, WI 53081",0,
5271_0105,Sheboygan Leadership Academy,43.75709102,-87.72208701,Public Charter School,"1305 St Clair Ave, Sheboygan, WI 53081",0,
0000_1940,Shepherd of the Valley Lutheran School Inc,44.20853802,-88.34088697,Private School,"N8728 S Coop Rd, Menasha, WI 54952",0,
0000_1906,Shepherds Watch Christian Academy,45.00804899,-89.04079901,Private School,"507 Stone Ave, Mattoon, WI 54450",0,
0000_8213,Shoreland Lutheran High School,42.64214501,-87.92075899,Private School,"9026 12th St, Kenosha, WI 53144",0,
0000_3430,Siena Catholic Schools of Racine Inc,42.73090002,-87.78327097,Private School,"245 Main St, Racine, WI 53403",0,
0000_8358,Star of Bethlehem Evangelical Lutheran School,42.97597199,-88.11786397,Private School,"3700 S Casper Dr, New Berlin, WI 53151",0,
0000_0766,Stevens Point Christian Academy,44.52361401,-89.60460597,Private School,"801 County Road HH W, Stevens Point, WI 54481",0,
1945_0120,Sugar Maple Nature School,43.44044218,-87.9771963,Public Charter School,"2200 Hawthorne Hills Camp Rd, Saukville, WI 53080",0,
0000_1949,Summit Christian Academy,44.91972775,-91.92496067,Private School,"3502 Wilson St NE, Menomonie, WI 54751",0,
8023_8149,The Lincoln Academy,42.52157598,-89.03114398,Public Charter School,"608 Henry Ave, Beloit, WI 53511",0,
0000_8372,Thorp Catholic School,44.96040999,-90.79387499,Private School,"411 E School St, Thorp, WI 54771",0,
0000_8378,Trinity Evangelical Lutheran School,44.16636598,-88.05233601,Private School,"601 E National Ave, Brillion, WI 54110",0,
0000_8635,Trinity Lutheran Church and School,43.65249702,-88.25577301,Private School,"W2011 County Road F, Campbellsport, WI 53010",0,
0000_1908,Trinity Lutheran Classical High School,42.998999,-87.99710597,Private School,"2500 S 68th St, West Allis, WI 53219",0,
0000_8440,Trinity Lutheran School,45.17862399,-89.707882,Private School,"611 W Main St, Merrill, WI 54452",0,
0000_8540,Trinity Lutheran School,42.74733304,-87.79427258,Private School,"2065 Geneva St, Racine, WI 53402",0,
0000_8547,Trinity Lutheran School,43.01481201,-88.22524101,Private School,"1060 White Rock Ave, Waukesha, WI 53186",0,
0000_8505,Trinity Lutheran School,42.82733101,-87.89562602,Private School,"7900 Nicholson Rd, Caledonia, WI 53108",0,
0000_8530,Trinity Lutheran School,44.01596501,-88.526928,Private School,"819 School Ave, Oshkosh, WI 54901",0,
0000_8490,Trinity Lutheran School,43.35211811,-88.1006141,Private School,"1268 Pleasant Valley Dr, West Bend, WI 53095",0,
0000_8520,Trinity Lutheran School,45.09295,-87.62601699,Private School,"1216 Colfax St, Marinette, WI 54143",0,
0000_8400,Trinity Lutheran School,44.10927998,-88.094155,Private School,"N6081 W River Rd, Hilbert, WI 54129",0,
0000_8380,Trinity Lutheran School,45.03462415,-90.07618383,Private School,"301 Elm St, Athens, WI 54411",0,
0000_8460,Trinity Lutheran School,43.75342402,-87.71415798,Private School,"824 Wisconsin Ave, Sheboygan, WI 53081",0,
0000_8430,Trinity Lutheran School,43.233146,-88.047201,Private School,"10729 W Freistadt Rd, Mequon, WI 53097",0,
0000_8480,Trinity Lutheran School,44.95892052,-89.64234239,Private School,"501 Stewart Ave, Wausau, WI 54401",0,
0000_8549,Trinity St Luke's Lutheran School,43.18802601,-88.72115899,Private School,"801 S 5th St, Watertown, WI 53094",0,
0000_8608,Valley Christian School,45.34471601,-92.66843902,Private School,"933A 248th St, Osceola, WI 54020",0,
0000_1229,Valley Christian School,44.06376101,-88.55108498,Private School,"3450 Vinland Rd, Oshkosh, WI 54901",0,
0000_1877,Valley Christian School,44.18677902,-88.49003002,Private School,"1450 Oakridge Rd, Neenah, WI 54956",0,
0000_6060,Waukesha Catholic School System,42.99973598,-88.22056097,Private School,"221 S Hartwell Ave, Waukesha, WI 53186",0,
0000_0660,Waupaca Christian Academy,44.34310599,-89.06425502,Private School,"1500 Roman Rd, Waupaca, WI 54981",0,
0000_1256,Westside Christian School,43.11981701,-89.51699597,Private School,"6815 Schneider Rd, Middleton, WI 53562",0,
0000_8700,Winnebago Lutheran Academy,43.78082614,-88.42861206,Private School,"475 E Merrill Ave, Fond du Lac, WI 54935",0,
0000_8710,Wisconsin Academy,43.36601899,-89.05009999,Private School,"N2355 DuBorg Rd, Columbus, WI 53925",0,
0000_8722,Wisconsin Lutheran School,42.72518684,-87.78722602,Private School,"734 Villa St, Racine, WI 53403",0,
3381_0430,Wisconsin Virtual Academy High (WIVA),43.01470099,-89.30033702,Public Charter School,"4721 Dale-Curtin Dr, McFarland, WI 53558",0,
3381_0160,Wisconsin Virtual Academy K-8 (WIVA),43.01470099,-89.30033702,Public Charter School,"4721 Dale-Curtin Dr, McFarland, WI 53558",0,
1945_0850,Wisconsin Virtual Learning,43.47573601,-87.94319198,Public Charter School,"401 Highland Dr, Fredonia, WI 53021",0,
0000_1391,Wolf River Lutheran High School,44.75698698,-88.61645804,Private School,"W7467 River Bend Rd, Shawano, WI 54166",0,
0000_8737,Wyldewood Christian School,44.01933298,-88.60923896,Private School,"3030 Witzel Ave, Oshkosh, WI 54904",0,
0000_7595,Xavier Elementary: Marquette Street,44.28283998,-88.41245903,Private School,"500 W Marquette St, Appleton, WI 54911",0,
0000_7965,Xavier Elementary: McDonald Street,44.27880502,-88.38573601,Private School,"1810 N McDonald St, Appleton, WI 54911",0,
0000_8750,Xavier High School,44.24930801,-88.43370003,Private School,"1600 W Prospect Ave, Appleton, WI 54914",0,
0000_5230,Xavier Middle School,44.28639601,-88.40461298,Private School,"2626 N Oneida St, Appleton, WI 54911",0,
0000_8835,Zion Lutheran School,43.10361702,-88.33176,Private School,"1023 E Capitol Dr, Hartland, WI 53029",0,
0000_8800,Zion Lutheran School,43.106038,-88.14396102,Private School,"N48W18700 Lisbon Rd, Menomonee Falls, WI 53051",0,
0000_8843,Zion Lutheran School of Wayside,44.24791062,-87.95008166,Private School,"8374 County Road W, Greenleaf, WI 54126",0,
