dpi_true_id,school_name,lat,long,accurate_agency_type,address,milwaukee_indicator,cfc_school
0000_1560,Immanuel Lutheran School,44.38968301,-89.81366497,Private School,"111 11th St N, Wisconsin Rapids, WI 54494",0,
0000_1568,Immanuel Lutheran School,43.10384098,-88.07961399,Private School,"13445 W Hampton Rd, Brookfield, WI 53005",0,
0000_1911,Impact Christian Academy,42.97390099,-89.52671202,Private School,"411 Prairie Heights Dr, Verona, WI 53593",0,
3381_0470,Insight School of Wisconsin High,43.01470099,-89.30033702,Public Charter School,"4721 Dale-Curtin, McFarland, WI 53558",0,
0000_1843,Inst of Technology and Academics,43.16263802,-87.97428599,Private School,"5051 W Bradley Rd, Milwaukee, WI 53223",0,
8018_8141,Isthmus Montessori Academy Public,43.11916599,-89.35418899,Public Charter School,"1802 Pankratz St, Madison, WI 53704",0,
3332_9803,JEDI Virtual K-12,42.838389,-88.70410702,Public Charter School,"1221 Innovation Dr, Whitewater, WI 53190",0,
0000_1742,Journeys Lutheran School,42.94599298,-88.052679,Private School,"5425 S 111th St, Hales Corners, WI 53130",0,
0000_1869,Kenosha Christian Academy,42.57568901,-87.83982702,Private School,"6410 25th Ave, Kenosha, WI 53143",0,
8029_8154,Kenosha High School of Technology Enhanced Curriculum,42.567569,-87.85561702,Public Charter School,"7400 39th Avenue, Kenosha, WI 53142",0,
0000_0730,Kenosha Lutheran Academy,42.58995299,-87.83297297,Private School,"5043 20th Ave, Kenosha, WI 53140",0,
0000_1630,Kettle Moraine Lutheran High School,43.31281809,-88.12544607,Private School,"3399 Division Rd, Jackson, WI 53037",0,
8014_8135,La Casa de Esperanza Charter School,43.01218902,-88.22292501,Public Charter School,"410 Arcadian Ave, Waukesha, WI 53186",0,
5271_0150,Lake Country Academy - Charter,43.79459702,-87.76197196,Public Charter School,"4101 Technology Pkwy, Sheboygan, WI 53083",0,
8021_8147,Lake Country Classical Academy Inc,43.11561399,-88.51252504,Public Charter School,"818 W Wisconsin Avenue, Oconomowoc, WI 53066",0,
0000_1214,Lake Country Lutheran High School,43.10873702,-88.360868,Private School,"401 Campus Dr, Hartland, WI 53029",0,
0000_1640,Lakeside Lutheran High School,43.06838599,-88.91748999,Private School,"231 Woodland Beach Rd, Lake Mills, WI 53551",0,
5817_0100,Learning by Design Academy,42.52288201,-88.24370902,Public Charter School,"1218 Wilmot Ave, Twin Lakes, WI 53181",0,
0000_1653,Lebanon Lutheran School,43.212667,-88.62993698,Private School,"N534 County Road R, Watertown, WI 53098",0,
0000_1952,Legacy Christian School of Manitowoc,44.07178798,-87.69949803,Private School,"2201 S 42nd St, Manitowoc, WI 54220",0,
0000_1654,Liberty Christian School,44.918541,-91.32140096,Private School,"17250 County Hwy J, Chippewa Falls, WI 54729",0,
0000_1417,Lighthouse Christian School,43.046902,-89.49214799,Private School,"6402 Schroeder Rd, Madison, WI 53711",0,
1080_0800,Link2Learn Virtual Charter School,45.31372301,-91.66134304,Public Charter School,"1001 Knapp St, Chetek, WI 54728",0,
0000_0790,Living Hope Lutheran School,43.003427,-88.03615902,Private School,"2217 S 99th St, West Allis, WI 53227",0,
0000_1368,Living Word Lutheran High School,43.32759434,-88.14892454,Private School,"2230 Living Word Ln, Jackson, WI 53037",0,
0000_8015,Lourdes Academy Elementary,44.01862899,-88.56610703,Private School,"110 N Sawyer St, Oshkosh, WI 54902",0,
0000_1665,Lourdes Academy High,44.01862899,-88.56610703,Private School,"110 N Sawyer St, Oshkosh, WI 54902",0,
0000_7370,Lourdes Academy Middle,44.01862899,-88.56610703,Private School,"110 N Sawyer St, Oshkosh, WI 54902",0,
0000_1670,Luther High School,43.87770799,-91.21424302,Private School,"1501 Wilson St, Onalaska, WI 54650",0,
0000_2042,Luther Preparatory School,43.18753801,-88.71155803,Private School,"1300 Western Ave, Watertown, WI 53094",0,
0000_2370,Lutheran High School Association of Racine,42.73040498,-87.80600503,Private School,"251 Luedtke Ave, Racine, WI 53405",0,
0000_1418,Madinah Academy of Madison,43.05000516,-89.49332206,Private School,"6505 Watts Rd, Madison, WI 53719",0,
0000_1730,Manitowoc Lutheran High School,44.11066002,-87.69836002,Private School,"4045 Lancer Cir, Manitowoc, WI 54220",0,
0000_1740,Maranatha Baptist Academy,43.19484498,-88.73691697,Private School,"745 W Main St, Watertown, WI 53094",0,
0000_1782,Martin Luther High School,42.94860499,-88.00894499,Private School,"5201 S 76th St, Greendale, WI 53129",0,
0000_1785,Martin Luther School,44.035824,-88.55767098,Private School,"1526 Algoma Blvd, Oshkosh, WI 54901",0,
0000_2880,Mary Queen of Saints Catholic Academy,43.01875699,-88.05752902,Private School,"1227 S 116th St, West Allis, WI 53214",0,
0000_1800,McDonell Central Catholic High School,44.93564402,-91.415101,Private School,"1316 Bel Air Blvd, Chippewa Falls, WI 54729",0,
8031_8181,Mill Creek Academy,42.9594433,-88.22254326,Public Charter School,"S46W23850 Lawnsdale Rd, Waukesha, WI 53189",0,
0000_1741,Milwaukee Seventh Day Adventist School,42.99641499,-88.17899403,Private School,"21380 W Cleveland Ave, New Berlin, WI 53146",0,
0000_1041,Morning Star Lutheran School,43.33019105,-88.1588078,Private School,"N171W20131 Highland Rd, Jackson, WI 53037",0,
0000_8790,Morrison Zion Lutheran School,44.29123899,-87.98018802,Private School,"7373 County Road W, Greenleaf, WI 54126",0,
0000_1960,Mount Calvary Lutheran School,43.01136902,-88.25728704,Private School,"1941 Madison St, Waukesha, WI 53188",0,
0000_1968,Mount Calvary Lutheran School,43.059666,-88.03811301,Private School,"10025 W North Ave, Wauwatosa, WI 53226",0,
0000_1865,Mount Horeb Christian School,43.00850899,-89.75287304,Private School,"2772 Brandywein Trail, Mount Horeb, WI 53572",0,
0000_1982,Mount Olive Evangelical Lutheran School,44.29149602,-88.391486,Private School,"930 E Florida Ave, Appleton, WI 54911",0,
0000_8450,Neenah Lutheran School,44.18178801,-88.45921999,Private School,"410 Oak St, Neenah, WI 54956",0,
8024_8150,New Leaf Prep Academy,44.55117601,-88.10049499,Public Charter School,"360 AMS Ct, Green Bay, WI 54313",0,
0000_1956,Newman Catholic Classical School Holy Name,44.94778269,-89.64695151,Private School,"1122 S 9th Avenue, Wausau, WI 54401",0,
0000_3000,Newman Catholic Elementary School,44.97055578,-89.64321604,Private School,"604 N 6th Ave, Wausau, WI 54401",0,
0000_5763,Newman Catholic Elementary School,44.88073677,-89.61748334,Private School,"602 Military Rd, Rothschild, WI 54474",0,
0000_2010,Newman Catholic High,44.97065414,-89.64904339,Private School,"1130 W Bridge St, Wausau, WI 54401",0,
0000_6664,Newman Catholic Middle,44.97065414,-89.64904339,Private School,"1130 W Bridge St, Wausau, WI 54401",0,
0000_2040,Northeastern Wisconsin Lutheran High School,44.47595099,-87.95285698,Private School,"1311 S Robinson Ave, Green Bay, WI 54311",0,
0000_2015,Northland Lutheran High School,44.84429431,-89.63039197,Private School,"2107 Tower Rd, Kronenwetter, WI 54455",0,
0000_2055,Notre Dame Middle School,44.93564402,-91.415101,Private School,"1316 Bel Air Blvd, Chippewa Falls, WI 54729",0,
0000_2046,Notre Dame de la Baie Academy,44.52039301,-88.05201297,Private School,"610 Maryhill Dr, Green Bay, WI 54303",0,
0000_2047,Notre Dame of De Pere: GRACE,44.44831501,-88.05622999,Private School,"137 S Superior St, De Pere, WI 54115",0,
8005_8142,One City Elementary School,43.04539099,-89.34125403,Public Charter School,"1707 W Broadway, Monona, WI 53713",0,
8005_8180,One City Preparatory Academy,43.04539099,-89.34125403,Public Charter School,"1707 W Broadway, Monona, WI 53713",0,
0000_2100,Oostburg Christian School,43.62238398,-87.791517,Private School,"101 S 7th St, Oostburg, WI 53070",0,
0000_2105,Our Father's Lutheran School,42.93432801,-87.95096896,Private School,"6023 S 27th St, Greenfield, WI 53221",0,
0000_2220,Our Lady Queen of Heaven,44.38846299,-89.83763202,Private School,"750 10th Ave S, Wisconsin Rapids, WI 54495",0,
0000_2120,Our Lady of Assumption Grade School,42.52954499,-89.00322202,Private School,"2222 Shopiere Rd, Beloit, WI 53511",0,
0000_1765,Our Lady of Lourdes School: GRACE,44.43898101,-88.08774301,Private School,"1305 Lourdes Ave, De Pere, WI 54115",0,
0000_2180,Our Lady of Peace Intermediate School,44.66578999,-90.193434,Private School,"1300 W 5th St, Marshfield, WI 54449",0,
0000_2190,Our Lady of Sorrows Grade School,45.46058194,-91.10064273,Private School,"105 Washington  Ave E, Ladysmith, WI 54848",0,
0000_2215,Our Lady of the Lake Catholic School,46.59266099,-90.88191598,Private School,"215 Lake Shore Dr E, Ashland, WI 54806",0,
0000_2245,Our Redeemer Lutheran School,43.03447901,-89.49617801,Private School,"1701 McKenna Blvd, Madison, WI 53711",0,
0000_2248,Our Redeemer Lutheran School,42.626957,-88.65818902,Private School,"416 W Geneva St, Delavan, WI 53115",0,
0000_2253,Our Savior Lutheran School,43.33177598,-87.93191597,Private School,"1332 Arrowhead Rd, Grafton, WI 53024",0,
0000_2257,Ozaukee Christian School,43.42709034,-88.1929897,Private School,"1214 Highway 33, West Bend, WI 53095",0,
4851_0440,PARTNER Charter School,43.343629,-90.39611202,Public Charter School,"1000 US 14 West, Richland Center, WI 53581",0,
0000_1042,Pacelli Catholic Elementary Saint Bronislava,44.45485399,-89.55553001,Private School,"3301 Willow Dr, Plover, WI 54467",0,
0000_8258,Pacelli Catholic Elementary Saint Stephen,44.522073,-89.57924803,Private School,"1335 Clark St, Stevens Point, WI 54481",0,
0000_7417,Pacelli Catholic Middle,44.528372,-89.587612,Private School,"708 1st St, Stevens Point, WI 54481",0,
0000_2270,Pacelli High,44.53328999,-89.57906397,Private School,"1301 Maria Dr, Stevens Point, WI 54481",0,
0000_2280,Peace Lutheran School,45.13657802,-89.16130597,Private School,"300 Lincoln St, Antigo, WI 54409",0,
0000_2275,Peace Lutheran School,43.32833974,-88.38217052,Private School,"1025 Peace Lutheran Dr, Hartford, WI 53027",0,
0000_2289,Petersen Adventist School,43.35655901,-89.05009002,Private School,"W1004 Hall Rd, Columbus, WI 53925",0,
0000_2292,Pilgrim Evangelical Lutheran School,43.11645202,-88.10691502,Private School,"W156N5429 Bette Dr, Menomonee Falls, WI 53051",0,
0000_2293,Pilgrim Lutheran School,44.50914001,-88.06869698,Private School,"1731 Saint Agnes Dr, Green Bay, WI 54304",0,
0000_2305,Pleasant Ridge Waldorf School,43.55591398,-90.884235,Private School,"431 E Court St, Viroqua, WI 54665",0,
0000_1289,Prairie Catholic School,43.05849501,-91.147065,Private School,"515 N Beaumont Rd, Prairie du Chien, WI 53821",0,
0000_2315,Prairie Hill Waldorf School,43.04936699,-88.327059,Private School,"N14W29143 Silvernail Rd, Pewaukee, WI 53072",0,
0000_6050,Queen of the Apostles School,43.97986302,-90.50788696,Private School,"315 W Monroe St, Tomah, WI 54660",0,
0000_2360,Racine Christian School,42.72214998,-87.83535301,Private School,"912 Virginia St, Racine, WI 53405",0,
0000_2380,Randolph Christian School Society Inc,43.54329599,-89.01049097,Private School,"457 2nd St, Randolph, WI 53956",0,
0000_2410,Redeemer Lutheran Grade School,43.776301,-88.46996903,Private School,"606 Forest Ave, Fond du Lac, WI 54935",0,
0000_2440,Regis High,44.804678,-91.47211001,Private School,"2100 Fenwick Ave, Eau Claire, WI 54701",0,
0000_1183,Regis Middle,44.804678,-91.47211001,Private School,"2100 Fenwick Ave, Eau Claire, WI 54701",0,
0000_1619,Renaissance Lutheran School,42.67881299,-87.85507203,Private School,"6150 Taylor Ave, Racine, WI 53403",0,
0000_2450,Riverview Lutheran School,44.24856299,-88.40597798,Private School,"136 W Seymour St, Appleton, WI 54915",0,
0000_1595,Rock County Christian School,42.60535902,-89.032211,Private School,"5122 S Driftwood Dr, Janesville, WI 53546",0,
0000_2457,Rock County Christian School,42.50110901,-89.02605701,Private School,"916 Bushnell St, Beloit, WI 53511",0,
1029_0400,Rocket Academy,43.575496,-87.82631296,Public Charter School,"321 N 2nd St, Cedar Grove, WI 53013",0,
0000_2460,Roncalli Catholic Schools,44.12644201,-87.63241398,Private School,"2000 Mirro Dr, Manitowoc, WI 54220",0,
0000_2640,Sacred Heart Catholic School,44.77806801,-88.60833296,Private School,"124 E Center St, Shawano, WI 54166",0,
0000_1360,Saint Ambrose Academy,43.05112602,-89.52246198,Private School,"702 S High Point Rd, Madison, WI 53719",0,
0000_2950,Saint Andrew Parish School,42.63218701,-88.63878098,Private School,"115 S 7th St, Delavan, WI 53115",0,
0000_3120,Saint Anthony School,44.87713599,-88.14437501,Private School,"253 N Franklin St, Oconto Falls, WI 54154",0,
0000_3050,Saint Anthony de Padua Catholic School,45.03284321,-90.07669144,Private School,"309 Mueller St, Athens, WI 54411",0,
0000_1997,Saint Augustine School,43.20821671,-88.28177804,Private School,"4908 Monches Rd, Colgate, WI 53017",0,
0000_3250,Saint Bernard Grade School: GRACE,44.49386299,-87.97257801,Private School,"2020 Hillside Ln, Green Bay, WI 54302",0,
0000_3317,Saint Boniface Grade School,43.23507216,-88.16216283,Private School,"W204N11968 Goldendale Rd, Germantown, WI 53022",0,
0000_3375,Saint Bruno Parish School,43.01120201,-88.47817902,Private School,"246 W Ottawa Ave, Dousman, WI 53118",0,
0000_3450,Saint Charles Borromeo Primary School,44.93868937,-91.40439118,Private School,"429 W Spruce St, Chippewa Falls, WI 54729",0,
0000_7040,Saint Clare Catholic School,44.32893199,-88.16481302,Private School,"425 Main St, Wrightstown, WI 54180",0,
0000_3625,Saint Edward School,44.34488099,-88.41439701,Private School,"N2944 State Road 47, Appleton, WI 54913",0,
0000_1130,Saint Elizabeth Ann Seton Catholic School,43.76112099,-87.71342297,Private School,"814 Superior Ave, Sheboygan, WI 53081",0,
0000_3760,Saint Francis de Sales Grade School,45.82628843,-91.89021964,Private School,"300 Oak St, Spooner, WI 54801",0,
0000_3750,Saint Francis de Sales Parish School,42.59160797,-88.42423227,Private School,"130 W Main St, Lake Geneva, WI 53147",0,
0000_3870,Saint Gabriel Grade School,44.18601702,-88.48270399,Private School,"900 Geiger St, Neenah, WI 54956",0,
0000_0930,Saint Ignatius of Loyola Catholic School,44.284396,-88.27014303,Private School,"220 Doty St, Kaukauna, WI 54130",0,
0000_4070,Saint Jacobi Lutheran School,42.95475299,-88.01985798,Private School,"8605 W Forest Home Ave, Greenfield, WI 53228",0,
0000_4160,Saint James Grade School,44.82461599,-91.52535999,Private School,"2502 11th St, Eau Claire, WI 54703",0,
0000_4155,Saint James Lutheran School,44.77750701,-88.60485103,Private School,"324 S Andrews St, Shawano, WI 54166",0,
0000_1951,Saint James the Less Academy,42.87400501,-88.32128404,Private School,"830 E Veterans Way, Mukwonago, WI 53149",0,
0000_4180,Saint Jerome Parish School,43.09704598,-88.49308498,Private School,"1001 S Silver Lake St, Oconomowoc, WI 53066",0,
0000_0460,Saint John Bosco Catholic School,44.829672,-87.39589796,Private School,"730 W Maple Street, Sturgeon Bay, WI 54235",0,
0000_4710,Saint John Ev Lutheran School,43.18438902,-88.98664798,Private School,"413 E Madison St, Waterloo, WI 53594",0,
0000_4320,Saint John Evangelical Lutheran School,44.32714002,-88.15847999,Private School,"261 Clay St, Wrightstown, WI 54180",0,
0000_4350,Saint John Grade School,44.27798502,-88.31479502,Private School,"328 Grand Ave, Little Chute, WI 54140",0,
0000_4440,Saint John Lutheran School,43.96700799,-88.95270496,Private School,"146 Mound St, Berlin, WI 54923",0,
0000_4682,Saint John Lutheran School,45.02815601,-87.86958998,Private School,"N1926 Church Rd, Peshtigo, WI 54157",0,
0000_4485,Saint John Lutheran School,43.58572699,-87.965932,Private School,"W 5407 County Road SS, Random Lake, WI 53075",0,
0000_4480,Saint John Lutheran School,45.183543,-89.68517802,Private School,"1104 E 3rd St, Merrill, WI 54452",0,
0000_4483,Saint John Lutheran School,43.74940699,-87.97775098,Private School,"222 N Stafford St, Plymouth, WI 53073",0,
0000_4490,Saint John Lutheran School,44.98841728,-89.48891727,Private School,"164923 Cty Road Z, Wausau, WI 54403",0,
0000_1727,Saint John Paul II Classical School,44.49918998,-87.98324599,Private School,"320 Victoria St, Green Bay, WI 54302",0,
0000_4515,Saint John Sacred Heart School,44.17216102,-88.26068196,Private School,"N361 Military Rd, Sherwood, WI 54169",0,
0000_8257,Saint John Saint James Lutheran School,44.15127202,-87.94948796,Private School,"219 Manitowoc St, Reedsville, WI 54230",0,
0000_4330,Saint John School,44.92416986,-89.96577296,Private School,"125 N 4th Ave, Edgar, WI 54426",0,
0000_2312,Saint John XXIII Catholic School,43.40897056,-87.87096836,Private School,"1802 N Wisconsin St, Port Washington, WI 53074",0,
0000_4543,Saint John the Baptist Catholic School,43.748007,-87.98436196,Private School,"116 Pleasant St, Plymouth, WI 53073",0,
0000_4360,Saint John the Baptist Primary School,44.67094599,-90.17390098,Private School,"307 N Walnut Ave, Marshfield, WI 54449",0,
0000_4532,Saint John the Baptist School: GRACE,44.56443899,-88.08359003,Private School,"2561 Glendale Ave, Green Bay, WI 54313",0,
0000_4560,Saint John the Evangelist,42.96728301,-88.02014397,Private School,"8500 W Coldspring Rd, Greenfield, WI 53228",0,
0000_4650,Saint John's Ev Lutheran School,43.942347,-90.81616699,Private School,"419 Jefferson Ave, Sparta, WI 54656",0,
0000_4685,Saint John's Evangelical Lutheran School,43.04831699,-88.00935897,Private School,"1278 Dewey Ave, Wauwatosa, WI 53213",0,
0000_4670,Saint John's Evangelical Lutheran School,43.00622102,-88.80447704,Private School,"232 E Church St, Jefferson, WI 53549",0,
0000_4800,Saint John's Lutheran Grade School,44.17339999,-87.59924997,Private School,"3607 45th St, Two Rivers, WI 54241",0,
0000_4868,Saint John's Lutheran School,43.496314,-88.55033497,Private School,"520 Bridge St, Mayville, WI 53050",0,
0000_4910,Saint John's Lutheran School,42.73941686,-87.78668837,Private School,"510 Kewaunee St, Racine, WI 53402",0,
0000_4840,Saint John's Lutheran School,42.67605798,-88.29381302,Private School,"198 Westridge Ave, Burlington, WI 53105",0,
0000_4830,Saint John's Lutheran School,43.47206499,-89.73452698,Private School,"515 5th St, Baraboo, WI 53913",0,
0000_4920,Saint John's Lutheran School,43.41043147,-88.18308213,Private School,"899 S 6th Ave, West Bend, WI 53095",0,
0000_4865,Saint John's Lutheran School,43.58843099,-88.43963802,Private School,"558 Water St, Lomira, WI 53048",0,
0000_4890,Saint John's Lutheran School,43.43179237,-88.04971792,Private School,"623 Congress St, Newburg, WI 53060",0,
0000_4460,Saint John's Lutheran School,43.16118598,-87.91146103,Private School,"7877 N Port Washington Rd, Glendale, WI 53217",0,
0000_4837,Saint John's Lutheran School,43.4026039,-88.70563728,Private School,"402 S Main St, Juneau, WI 53039",0,
0000_4770,Saint John's Lutheran School,43.54418799,-89.47106398,Private School,"430 W Emmett St, Portage, WI 53901",0,
0000_4450,Saint John's Lutheran School,43.145514,-88.169585,Private School,"20813 W Forest View Dr, Lannon, WI 53046",0,
0000_4475,Saint John's Lutheran School,43.19563502,-88.71840001,Private School,"317 N 6th St, Watertown, WI 53094",0,
0000_4885,Saint Johns Lutheran School,42.87524699,-88.34298797,Private School,"410 W Veterans Way, Mukwonago, WI 53149",0,
0000_4930,Saint Johns NW Military Academy,43.06381299,-88.40615802,Private School,"1101 Genesee St, Delafield, WI 53018",0,
0000_5220,Saint Joseph Catholic Academy,42.570474,-87.83797001,Private School,"2401 69th St, Kenosha, WI 53143",0,
0000_5020,Saint Joseph Catholic School,44.94976899,-91.03593303,Private School,"813 E Patten St, Boyd, WI 54726",0,
0000_5000,Saint Joseph Catholic School,42.88272499,-88.20276603,Private School,"S89W22650 Milwaukee Ave, Big Bend, WI 53103",0,
0000_5160,Saint Joseph Catholic School,44.80432973,-90.0728967,Private School,"119210 Larch St, Stratford, WI 54484",0,
0000_5100,Saint Joseph Grade School,44.87520601,-91.91910802,Private School,"910 Wilson Ave, Menomonie, WI 54751",0,
0000_5340,Saint Joseph Parish School,43.319347,-87.94633503,Private School,"1619 Washington  St, Grafton, WI 53024",0,
0000_5150,Saint Joseph School,45.50490902,-91.73838799,Private School,"128 W Humbird St, Rice Lake, WI 54868",0,
0000_4980,Saint Joseph School,43.06826399,-88.06422197,Private School,"2750 N 122nd St, Wauwatosa, WI 53222",0,
0000_8560,Saint Katharine Drexel School,43.45163401,-88.83636498,Private School,"503 S Spring St, Beaver Dam, WI 53916",0,
0000_5480,Saint Kilian School,43.32270551,-88.38165587,Private School,"245 High St, Hartford, WI 53027",0,
0000_5555,Saint Leonard School,42.90264199,-88.13258401,Private School,"W173S7777 Westwood Dr, Muskego, WI 53150",0,
0000_5620,Saint Lucas Grade School,43.52205612,-88.22262896,Private School,"1410 Parkview, Kewaskum, WI 53040",0,
0000_5695,Saint Lukes Lutheran School,43.68122398,-88.54356097,Private School,"245 S 2nd St, Oakfield, WI 53065",0,
0000_5730,Saint Margaret Mary Grade School,44.17897701,-88.45599698,Private School,"610 Division St, Neenah, WI 54956",0,
0000_5737,Saint Mark Lutheran School,44.50359501,-88.05634901,Private School,"1167 Kenwood St, Green Bay, WI 54304",0,
0000_5757,Saint Mark Lutheran School,44.78517398,-91.49546903,Private School,"3307 State St, Eau Claire, WI 54701",0,
0000_5820,Saint Martin Lutheran School,44.62082799,-88.76497103,Private School,"100 S Clinton Ave, Clintonville, WI 54929",0,
0000_5840,Saint Mary Catholic High,44.21240601,-88.483957,Private School,"1050 Zephyr Dr, Neenah, WI 54956",0,
0000_8162,Saint Mary Catholic Middle,44.21327702,-88.482318,Private School,"1000 Zephyr Dr, Neenah, WI 54956",0,
0000_5940,Saint Mary Catholic School,44.13727623,-88.16155076,Private School,"154 S Sixth St, Hilbert, WI 54129",0,
0000_5980,Saint Mary Grade School,44.20425302,-88.44396602,Private School,"540 2nd St, Menasha, WI 54952",0,
0000_5990,Saint Mary Parish School,43.18046201,-88.11114403,Private School,"N89W16215 Cleveland Ave, Menomonee Falls, WI 53051",0,
0000_6550,Saint Mary Saint Michael School,44.09376046,-87.86300159,Private School,"19 S County Road J, Cato, WI 54230",0,
0000_6420,Saint Mary School,43.49443398,-88.540575,Private School,"28 Naber St, Mayville, WI 53050",0,
0000_6370,Saint Mary School,44.53248857,-87.70373424,Private School,"1406 Main St, Luxemburg, WI 54217",0,
0000_6290,Saint Mary School,44.90778963,-90.31795485,Private School,"209 S 2nd St, Colby, WI 54421",0,
0000_6030,Saint Mary of the Assumption Catholic School,43.34174999,-90.38595701,Private School,"155 W 5th St, Richland Center, WI 53581",0,
0000_5925,Saint Mary of the Immaculate Conception,44.3269,-88.53738099,Private School,"N2387 Municipal Dr, Greenville, WI 54942",0,
0000_6560,Saint Mary's Springs Academy,43.78541401,-88.384496,Private School,"255 County Road K, Fond du Lac, WI 54937",0,
0000_6530,Saint Marys Grade School,45.473325,-89.725298,Private School,"221 E Washington Ave, Tomahawk, WI 54487",0,
0000_6255,Saint Marys Grade School,44.806685,-91.43987899,Private School,"1828 Lynn Ave, Altoona, WI 54720",0,
0000_6580,Saint Matthew Grade School,43.59896165,-88.27536021,Private School,"423 Mill St, Campbellsport, WI 53010",0,
0000_6666,Saint Matthew School,42.87453998,-87.86193001,Private School,"9329 S Chicago Rd, Oak Creek, WI 53154",0,
0000_6667,Saint Matthew's Evangelical Lutheran School,43.66586599,-91.21974599,Private School,"303 N Main St, Stoddard, WI 54658",0,
0000_6662,Saint Matthew's Lutheran School,43.13799502,-88.46266797,Private School,"1650 Brown St, Oconomowoc, WI 53066",0,
0000_6820,Saint Nicholas Catholic School,44.38506899,-88.28727497,Private School,"W2035 County Road S, Freedom, WI 54130",0,
0000_7000,Saint Patrick School,43.94384502,-90.81553399,Private School,"100 S L St, Sparta, WI 54656",0,
0000_6930,Saint Patricks Elementary,43.88560701,-91.22313303,Private School,"127 11th Ave N, Onalaska, WI 54650",0,
0000_7080,Saint Paul Lutheran Grade School,44.51789499,-89.57247998,Private School,"1919 Wyatt Ave, Stevens Point, WI 54481",0,
0000_7050,Saint Paul Lutheran School,44.73636498,-88.44294896,Private School,"240 E Green Bay St, Bonduel, WI 54107",0,
0000_7092,Saint Paul Lutheran School,44.5049773,-88.00844917,Private School,"533 S Webster Ave, Green Bay, WI 54301",0,
0000_7030,Saint Paul Lutheran School,44.26461701,-88.40331404,Private School,"225 E Harris St, Appleton, WI 54911",0,
0000_7230,Saint Paul Lutheran School,43.764544,-87.721667,Private School,"1819 N 13th St, Sheboygan, WI 53081",0,
0000_7091,Saint Paul Lutheran School,43.31935601,-87.95735597,Private School,"701 Washington St, Grafton, WI 53024",0,
0000_7070,Saint Paul Lutheran School,44.473271,-87.68382304,Private School,"N4118 County Road AB, Luxemburg, WI 54217",0,
0000_7210,Saint Paul Lutheran School,44.45823299,-88.92297402,Private School,"750 Depot St, Manawa, WI 54949",0,
0000_7144,Saint Paul's Evangelical Lutheran School,43.88480901,-91.219172,Private School,"1201 Main St, Onalaska, WI 54650",0,
0000_7133,Saint Paul's Evangelical Lutheran School,43.89259701,-90.98513803,Private School,"1301 Pearl St, Bangor, WI 54614",0,
0000_7143,Saint Paul's Evangelical Lutheran School,43.17324498,-88.63053402,Private School,"W1956 Gopher Hill Rd, Ixonia, WI 53036",0,
0000_7115,Saint Paul's Evangelical Lutheran School,44.602356,-87.44446698,Private School,"1115 Division St, Algoma, WI 54201",0,
0000_7140,Saint Paul's Evangelical Lutheran School,43.11173799,-88.49561204,Private School,"210 E Pleasant St, Oconomowoc, WI 53066",0,
0000_7267,Saint Paul's Lutheran School,42.68444202,-89.008007,Private School,"210 S Ringold St, Janesville, WI 53545",0,
0000_7240,Saint Paul's Lutheran School,43.00250398,-88.010931,Private School,"7821 W Lincoln Ave, West Allis, WI 53219",0,
0000_7265,Saint Paul's Lutheran School,42.923252,-88.092285,Private School,"S66W14325 Janesville Rd, Muskego, WI 53150",0,
0000_7130,Saint Paul's Lutheran School,42.92553301,-88.83170498,Private School,"309 Bluff St, Fort Atkinson, WI 53538",0,
0000_7135,Saint Paul's Lutheran School,42.961312,-87.85556798,Private School,"3766 E Cudahy Ave, Cudahy, WI 53110",0,
0000_7250,Saint Paul's Lutheran School,42.79170402,-88.39651598,Private School,"2665 North St, East Troy, WI 53120",0,
0000_7290,Saint Paul's Lutheran School,43.81729601,-87.81429298,Private School,"441 Millersville Ave, Howards Grove, WI 53083",0,
0000_7270,Saint Paul's Lutheran School,44.87250398,-91.91914901,Private School,"1100 E 9th St, Menomonie, WI 54751",0,
0000_7170,Saint Pauls Lutheran School,43.78262301,-88.26038901,Private School,"N6693 County Road W, Mount Calvary, WI 53097",0,
0000_7420,Saint Peter Catholic School,43.33284162,-88.28298989,Private School,"206 E Washington St, Slinger, WI 53086",0,
0000_7412,Saint Peter Lutheran School,44.33773001,-88.35040696,Private School,"N2740 French Rd, Freedom, WI 54913",0,
0000_7414,Saint Peter Lutheran School,44.91101396,-89.61107605,Private School,"115 Eau Claire St, Schofield, WI 54476",0,
0000_7510,Saint Peter's Lutheran School,43.01128201,-88.69690998,Private School,"W3255 Highway 18, Helenville, WI 53137",0,
0000_7430,Saint Peter's School,42.78966001,-88.41097501,Private School,"3001 Elm St, East Troy, WI 53120",0,
0000_7500,Saint Peters Lutheran School,43.53536298,-90.00455703,Private School,"345 N Pine St, Reedsburg, WI 53959",0,
0000_7850,Saint Stephen Lutheran School,43.45586101,-88.62396001,Private School,"505 N Palmatory St, Horicon, WI 53032",0,
0000_1760,Saint Thomas Aquinas Academy,45.093553,-87.61838301,Private School,"1200 Main St, Marinette, WI 54143",0,
0000_6440,Saint Thomas Aquinas Academy,45.05376995,-87.7581052,Private School,"141 S Wood Ave, Peshtigo, WI 54157",0,
0000_8371,Saint Thomas More High School,42.98088369,-87.87719972,Private School,"2601 E Morgan Ave, Milwaukee, WI 53207",0,
